NORMALS 1971-2000               YRS    JAN    FEB    MAR    APR    MAY    JUN    JUL    AUG    SEP    OCT    NOV    DEC    ANN
14848SOUTH BEND, IN                   30   15.7   19.0   28.2   37.7   48.4   58.3   62.8   61.3   53.3   42.3   32.6   21.7   40.1
54902DES MOINES, IA                   30   11.7   17.8   28.7   39.9   51.4   61.0   66.1   63.9   54.3   42.2   29.0   16.7   40.2
94908DUBUQUE,IA                       30    9.2   15.4   26.2   37.5   48.8   57.9   62.4   60.2   51.7   40.5   27.8   15.2   37.7
14943SIOUX CITY, IA                   30    8.5   15.3   25.7   37.3   49.2   58.5   62.9   60.6   50.1   38.0   24.8   12.8   37.0
94910WATERLOO, IA                     30    6.3   13.2   24.9   35.8   48.1   58.1   62.2   59.5   49.8   37.8   25.1   12.5   36.1
13984CONCORDIA, KS                    30   16.9   21.9   31.1   41.2   51.9   61.8   67.4   65.6   56.1   44.0   30.5   20.8   42.4
13985DODGE CITY, KS                   30   18.7   23.6   31.2   40.7   51.7   61.6   66.8   65.6   56.5   43.8   30.2   21.7   42.7
23065GOODLAND, KS                     30   15.8   19.7   26.4   34.8   45.7   55.5   61.1   59.6   50.0   37.5   25.2   17.8   37.4
13996TOPEKA, KS                       30   17.2   23.0   32.9   42.9   53.4   63.2   67.7   65.4   55.9   44.3   32.1   21.8   43.3
03923WICHITA, KS                      30   20.3   25.3   34.4   43.7   54.0   63.9   69.1   67.9   59.3   46.9   33.9   24.0   45.2
93812GREATER CINCINNATI AP            30   21.3   25.0   33.8   42.7   52.9   61.6   66.1   64.2   56.8   44.9   35.7   26.4   44.3
03889JACKSON, KY                      30   25.7   28.9   37.4   45.8   54.3   61.9   65.7   64.3   58.4   47.4   38.9   30.2   46.6
93820LEXINGTON, KY                    30   24.1   27.7   35.9   44.1   53.6   62.2   66.4   64.9   57.9   46.4   37.3   28.4   45.7
13810LOUISVILLE, KY                   30   24.9   28.5   37.1   46.0   56.1   65.1   69.8   68.2   60.9   48.5   39.3   29.9   47.9
03816PADUCAH KY                       30   23.9   28.2   37.1   45.6   55.0   63.8   67.7   64.9   57.1   45.2   36.5   27.5   46.0
13970BATON ROUGE, LA                  30   40.2   43.1   49.6   55.8   64.1   70.2   72.7   71.9   67.5   56.4   47.9   42.1   56.8
03937LAKE CHARLES, LA                 30   41.2   44.3   50.8   57.2   65.7   72.1   74.3   73.6   69.1   58.6   49.7   43.3   58.3
12916NEW ORLEANS, LA                  30   43.4   46.1   52.7   58.4   66.4   72.0   74.2   73.9   70.6   60.2   51.8   45.6   59.6
53905SHREVEPORT, LA                   30   36.5   40.3   47.2   53.8   62.7   69.9   73.4   72.3   66.4   55.0   45.3   38.3   55.1
14607CARIBOU, ME                      30   -0.3    2.9   15.2   29.2   40.7   49.9   54.8   52.6   43.6   34.1   23.7    8.0   29.5
14764PORTLAND, ME                     30   12.5   15.6   25.2   34.7   44.2   52.9   58.6   57.2   48.5   37.4   29.5   18.7   36.3
93744BALTIMORE, MD                    30   23.5   26.1   33.6   42.0   51.8   60.8   65.8   63.9   56.6   43.7   34.7   27.3   44.2
14753BLUE HILL, MA                    30   18.1   20.3   27.8   37.1   47.0   55.9   62.0   60.9   53.2   42.9   34.2   23.8   40.3
14739BOSTON, MA                       30   22.1   24.2   31.5   40.5   50.2   59.4   65.5   64.5   56.8   46.4   37.9   27.8   43.9
94746WORCESTER, MA                    30   15.8   17.8   25.6   35.5   46.2   55.0   60.8   59.5   51.3   40.7   32.0   21.6   38.5
94849ALPENA, MI                       30    9.5    9.7   18.7   30.2   40.0   48.8   54.5   52.9   45.2   35.6   27.0   16.9   32.4
